,time,site
103448,2020-09-21,ukk4305-25200
109437,2022-06-17,ukj2403-16000
82109,2022-10-20,ukj4210-12300
24125,2022-03-07,ukj4208-13500
6229,2020-06-25,ukh3100-11770
25361,2022-04-11,ukc1404-05900
28744,2022-07-07,ukf3102-09700
52426,2021-02-25,ukj2402-15700
30225,2022-08-06,ukh1407-10850
74681,2022-06-20,ukh3311-11650
110752,2020-08-04,ukk4306-22500
87654,2020-08-09,ukj2402-15650
35606,2020-02-01,ukj2205-14200
78994,2022-08-30,ukk4304-34000
87590,2020-08-06,ukh3100-11900
31566,2022-09-03,ukh1304-09900
70653,2022-03-28,ukc2102-03700
57151,2021-05-17,ukd4312-42800
39651,2020-04-27,ukd1103-45920
50315,2020-11-27,ukh3311-11650
89481,2020-11-05,ukk3104-33350
67255,2021-12-02,ukh3311-11650
94911,2021-09-26,ukk4304-34300
53460,2021-03-20,ukd4305-43260
56403,2021-05-04,ukk3102-31800
53846,2021-03-25,ukk4200-24000
83395,2022-11-23,ukd5300-41500
81990,2022-10-18,ukh1303-10400
31377,2022-08-29,ukj4209-11975
52323,2021-02-23,ukk3102-28500
110523,2022-05-16,ukc2103-04700
65023,2021-10-06,ukk3106-32400
35320,2020-01-18,ukk3106-32330
99828,2022-07-21,ukd4312-43000
7144,2020-07-20,ukh3311-11100
111667,2020-12-27,ukk4306-22500
52403,2021-02-25,ukh1303-10600
6395,2020-06-28,ukk3106-27800
76071,2022-07-13,ukk4301-22200
71426,2022-04-18,ukj4210-12800
52919,2021-03-07,ukk2206-20900
49592,2020-11-02,ukf3102-09200
87205,2020-07-13,uke1200-07950
73256,2022-05-24,ukk4304-34800
16268,2021-06-05,ukk2205-21500
87996,2020-08-31,ukj2204-13900
97085,2022-01-27,ukk3101-26800
74506,2022-06-15,ukc1202-06600
7980,2020-08-11,ukj4209-11950
58378,2021-06-05,ukk2204-20000
40722,2020-05-13,ukh3100-11780
46610,2020-08-24,ukk2206-20900
44256,2020-07-13,ukk4200-23300
57568,2021-05-24,uke1200-08100
77117,2022-08-01,ukj4210-12850
11155,2021-01-09,ukd5400-40900
18112,2021-07-26,ukd1101-46000
92259,2021-05-04,ukk3105-30100
41072,2020-05-19,uke2206-07600
80226,2022-09-19,ukc2102-03900
11939,2021-02-18,ukd4303-41900
69985,2022-03-17,ukh1305-10000
44346,2020-07-16,ukk3106-28300
5740,2020-06-15,ukh1303-10350
92710,2021-06-01,ukk3104-33200
46818,2020-08-29,uke1200-08100
5045,2020-05-28,ukh3311-11100
17680,2021-07-15,ukk2205-21500
104513,2021-02-27,ukj2401-15100
102241,2022-12-07,ukj3400-18600
111222,2020-05-06,ukk4200-23300
28064,2022-06-20,ukh1407-10850
77371,2022-08-05,ukd4200-42300
27499,2022-06-07,ukj4209-11950
83193,2022-11-18,ukk3102-31600
105589,2021-12-05,ukk3104-33200
59019,2021-06-18,ukd1102-44200
76597,2022-07-21,ukk3104-33100
68614,2022-02-05,ukh1303-10400
104686,2021-04-21,ukj3400-18350
95792,2021-11-03,ukk3103-29200
85557,2020-03-24,ukj4210-12800
39073,2020-04-19,ukk1202-36000
14333,2021-04-24,ukk4200-24300
28150,2022-06-21,ukk4304-34450
102524,2022-12-20,ukk3103-29900
55040,2021-04-16,uke1200-08600
88978,2020-10-09,ukk3102-32000
14617,2021-05-01,ukh1303-10500
47431,2020-09-09,ukd4200-42500
92112,2021-04-27,ukk3103-29900
24098,2022-03-07,ukh1407-10850
112874,2021-05-11,ukj4210-12500
63236,2021-09-05,ukj4204-13200
98280,2022-04-09,ukk3106-28000
9469,2020-09-29,ukd4312-42800
19150,2021-08-25,ukk3105-30200
97887,2022-03-18,ukk3106-32400
39897,2020-04-29,ukk4306-22600
74660,2022-06-20,uke2206-07400
88863,2020-10-06,ukc2106-04500
1810,2020-03-25,ukk3105-31100
2808,2020-04-14,ukk4200-24200
18497,2021-08-04,ukj4202-12120
44000,2020-07-10,ukk2206-20700
97222,2022-02-05,ukj2204-13900
97782,2022-03-15,ukk2101-19060
51983,2021-02-10,ukk2205-21300
4432,2020-05-16,ukj4202-12100
81372,2022-10-08,ukh3100-11800
42252,2020-06-08,ukk3101-26570
36937,2020-03-17,ukk4301-22100
63137,2021-09-03,ukh1303-10325
80428,2022-09-21,ukk3105-31200
102638,2020-01-10,ukk4305-24700
101431,2022-10-24,ukk4304-34200
1831,2020-03-25,ukk4305-24700
53768,2021-03-25,ukk2201-18700
46244,2020-08-17,ukk3101-26900
78953,2022-08-30,ukk3103-28900
35516,2020-01-27,ukj4208-13600
50711,2020-12-27,uke2206-07300
104028,2020-12-15,ukk2204-20200
6103,2020-06-23,ukc2203-05100
112899,2021-08-01,ukj2100-14800
61760,2021-08-07,ukk2204-19600
70797,2022-04-01,ukk4200-24600
61093,2021-07-26,ukk3106-32150
2650,2020-04-11,ukh3311-11550
18700,2021-08-09,ukj3400-18000
50387,2020-12-15,uke1200-08600
54410,2021-04-06,ukh3311-11500
73581,2022-05-31,ukk1202-35900
70944,2022-04-08,ukf3102-09300
3069,2020-04-19,ukk4304-34300
86862,2020-06-16,ukd5300-41300
112496,2020-10-13,ukk4200-23800
49611,2020-11-02,ukh3311-11650
40008,2020-05-02,ukd4305-43260
35565,2020-01-29,ukh3311-11500
101046,2022-10-01,ukk2206-20900
21377,2021-10-24,ukc2102-03900
58535,2021-06-08,uke1200-08600
9638,2020-10-04,ukk3106-28000
49729,2020-11-05,ukc1202-06600
52689,2021-03-05,ukc2203-05200
107155,2022-11-15,ukk2206-20500
97455,2022-02-25,ukk2101-19150
88994,2020-10-09,ukk3106-28100
70345,2022-03-22,ukk2101-19160
7984,2020-08-11,ukj4210-12450
65820,2021-10-23,ukk2204-19700
40755,2020-05-14,ukc2300-05600
103408,2020-09-19,ukk3104-33400
65611,2021-10-16,ukk4307-33900
19478,2021-09-01,ukk4200-23400
110047,2021-11-02,ukk4200-23600
76787,2022-07-28,ukc2203-04800
41221,2020-05-21,ukh3311-11300
105676,2021-12-28,ukd1102-44300
60218,2021-07-13,uke2206-07100
86009,2020-04-16,ukk2101-19030
63579,2021-09-11,ukk3104-33650
45119,2020-07-30,ukk2201-17200
77081,2022-08-01,ukh1406-11000
27290,2022-06-03,ukc2102-03800
112676,2022-07-05,ukk4200-24300
2726,2020-04-13,ukj4209-12000
49987,2020-11-12,uke1200-08800
82870,2022-11-12,uke1200-08100
55338,2021-04-19,ukk3104-33600
63323,2021-09-06,ukk3104-33300
18067,2021-07-23,ukk3102-28600
88440,2020-09-18,ukj3400-18500
25691,2022-04-21,ukf3102-09400
94894,2021-09-26,ukk3106-27400
29015,2022-07-11,ukk3106-32300
11952,2021-02-18,ukk2204-19700
58918,2021-06-15,uke1200-08200
67946,2022-01-13,ukf3102-09300
34295,2022-11-20,ukk4306-22500
73586,2022-05-31,ukk2102-19170
64815,2021-10-03,ukk2201-18700
51667,2021-02-05,ukh1406-10900
24973,2022-03-25,ukk4305-24700
113362,2022-02-25,ukj4210-12500
17633,2021-07-13,ukk4200-24500
73195,2022-05-24,ukk3101-26570
38845,2020-04-16,ukh1303-10400
34217,2022-11-19,ukh1305-10100
42422,2020-06-13,ukd4305-43260
108911,2022-11-25,ukj3400-17500
93217,2021-07-05,ukj2204-13900
73552,2022-05-31,ukh3311-11500
91390,2021-03-20,ukk3102-28800
71454,2022-04-19,uke1200-08100
84150,2022-12-17,ukc2203-05000
94936,2021-09-29,ukk3102-28800
52643,2021-02-28,ukk3105-30700
27427,2022-06-06,ukc2102-03700
25971,2022-04-26,ukk2201-18900
101671,2022-11-10,ukk3101-27000
42360,2020-06-11,ukk3102-32000
92410,2021-05-14,ukk4200-23700
19879,2021-09-13,ukj3400-17850
30240,2022-08-06,ukj4202-12150
93766,2021-08-04,ukk2201-17300
105001,2021-09-14,ukk3106-27200
112740,2020-02-06,uki1106-11940
56443,2021-05-04,ukk3106-32320
37654,2020-03-28,ukk3106-32400
20232,2021-09-21,ukk2305-34900
66803,2021-11-17,ukk2206-20800
76469,2022-07-20,uke1200-08800
1418,2020-03-17,ukj3400-17800
21219,2021-10-16,ukk4304-34800
84519,2020-01-10,uke2206-07200
41787,2020-05-29,ukk3103-30000
36965,2020-03-19,ukj4208-13600
98119,2022-03-28,ukk3101-26600
56515,2021-05-06,ukj2201-14550
66581,2021-11-10,ukk2101-19000
65951,2021-10-28,ukh1303-10400
69409,2022-03-07,ukk1202-35900
26902,2022-05-24,ukk3101-26520
96707,2021-12-28,ukk3105-31200
6942,2020-07-13,ukk4200-23400
12672,2021-03-17,uke2206-07000
3634,2020-05-01,ukh1406-10900
7323,2020-07-26,ukk3105-31100
43313,2020-06-28,ukk2204-20200
9759,2020-10-08,ukc2204-05400
109877,2022-02-25,ukj4210-12350
97046,2022-01-21,ukk4301-22100
17014,2021-06-23,ukk3106-28000
19483,2021-09-01,ukk4305-24900
63249,2021-09-06,ukc1202-06600
59369,2021-06-23,ukk3102-32000
11266,2021-01-21,uke1200-08900
51591,2021-02-01,ukd4200-42500
35575,2020-01-29,ukj4208-13600
24979,2022-03-27,ukc1202-06400
33896,2022-11-08,ukc2101-04000
103687,2020-10-14,ukk4304-34200
60485,2021-07-17,ukh1305-10000
27712,2022-06-11,ukk3104-32900
57319,2021-05-19,ukk2302-35300
54063,2021-03-30,ukk2204-20200
108170,2021-02-08,ukk4304-34300
101648,2022-11-10,ukd4305-43260
72795,2022-05-16,ukj2202-14150
93851,2021-08-09,ukk2101-19030
110229,2022-02-25,ukk4306-22400
31617,2022-09-04,ukk3106-28000
25121,2022-04-01,ukj4209-12000
3146,2020-04-21,ukj4202-12200
14140,2021-04-21,ukh1407-10800
89552,2020-11-10,uke2206-07200
49387,2020-10-25,ukh1304-09850
110587,2020-05-01,ukj4210-12450
102995,2020-06-01,ukk3105-30600
16001,2021-05-31,ukk2204-19800
6177,2020-06-23,ukk4305-25300
2166,2020-04-01,ukk2101-19100
721,2020-02-13,ukj4210-12750
111753,2022-09-13,ukk4200-23100
22464,2021-12-05,ukc1202-06300
3764,2020-05-03,ukj4202-12200
16698,2021-06-15,ukj3400-18000
62209,2021-08-12,ukk4306-22400
12225,2021-02-28,ukk3103-29100
52218,2021-02-18,ukk3105-30800
88643,2020-09-26,ukk3105-30600
42322,2020-06-08,ukk4305-25100
65590,2021-10-16,ukk4200-23600
60992,2021-07-23,ukk3106-27100
107798,2020-07-18,ukj3400-17600
83635,2022-11-30,uke2206-07600
77577,2022-08-07,ukk3104-33200
14075,2021-04-19,ukk3105-31100
4133,2020-05-09,ukk3105-31250
17972,2021-07-22,ukf3102-09100
58240,2021-06-03,ukk3104-32550
97598,2022-03-07,ukk2101-19030
96489,2021-12-05,ukk3106-32330
110219,2022-01-21,ukk4306-22400
77655,2022-08-09,ukh1305-10300
75355,2022-07-03,ukk2206-20700
79744,2022-09-11,ukk3103-29501
38386,2020-04-08,ukh3311-11350
98398,2022-04-16,ukh3100-11900
21207,2021-10-16,ukk3105-30900
23711,2022-02-22,ukj2201-14500
106409,2022-04-22,ukk3104-33400
113368,2022-03-22,ukk4306-23000
27397,2022-06-05,ukj2403-15900
32505,2022-09-25,ukf3102-09100
595,2020-02-11,ukc1101-06200
45737,2020-08-09,uke1200-08300
99845,2022-07-22,ukj4208-13400
86604,2020-05-24,ukk3106-28400
88543,2020-09-21,ukk3106-27100
100186,2022-08-17,ukk4304-34200
5817,2020-06-16,ukd5300-41200
21669,2021-11-02,uke1200-08000
99889,2022-07-28,ukk4200-23700
50126,2020-11-15,ukk2102-19190
13369,2021-04-04,ukk3101-26530
92734,2021-06-03,ukk1202-35800
73459,2022-05-29,ukk3103-29800
39374,2020-04-23,ukh3311-11300
5783,2020-06-15,ukj4202-12150
52627,2021-02-28,ukk3101-26700
109192,2020-12-30,ukk3104-32600
62432,2021-08-22,ukk3106-32200
80817,2022-09-26,ukk4305-25800
10862,2020-12-17,ukj4202-12150
106522,2022-05-07,ukk4304-34700
35172,2020-01-12,ukj4208-13700
107920,2020-11-03,ukk3104-33000
83877,2022-12-09,ukj2202-14150
64457,2021-09-26,ukk2204-20000
65468,2021-10-15,ukh3306-11750
17532,2021-07-08,ukk3105-31300
22243,2021-11-23,ukd1101-46000
57912,2021-05-29,ukk3106-32150
26270,2022-05-04,ukk3105-31000
59749,2021-06-30,ukj2403-16000
61884,2021-08-09,ukh1305-10000
18188,2021-07-28,ukk2305-35100
54008,2021-03-29,ukj4210-12300
13249,2021-03-30,ukk3103-29000
89260,2020-10-26,ukk1202-35800
53478,2021-03-20,ukk1202-36000
56628,2021-05-07,ukk3105-31400
67748,2021-12-28,ukk4304-34500
26066,2022-04-29,ukc2104-04300
39647,2020-04-27,ukc2102-03700
52390,2021-02-25,uke1200-08200
74038,2022-06-08,ukd5400-40800
12940,2021-03-22,ukk4200-24500
17058,2021-06-25,uke2206-07500
108704,2022-03-25,ukk3106-28400
87042,2020-07-05,ukf3102-09500
96472,2021-12-05,ukk3104-33350
78889,2022-08-29,ukj4208-13600
82224,2022-10-24,ukk3104-32750
17642,2021-07-13,ukk4306-22900
43299,2020-06-28,ukk2101-19000
48368,2020-10-01,ukc2203-04900
94341,2021-09-06,ukk3105-31450
67947,2022-01-13,ukh1303-10325
49609,2020-11-02,ukh3311-11350
111559,2022-03-17,ukk4200-23700
22590,2021-12-12,ukj4208-13500
10043,2020-10-16,uke1200-08700
13932,2021-04-16,ukk4301-22000
29922,2022-08-01,ukf3102-09400
106916,2022-10-01,ukk3104-32600
1270,2020-03-12,ukj4209-12000
93511,2021-07-22,ukj2204-13900
100182,2022-08-17,ukk4200-23700
61853,2021-08-07,ukk4305-26300
94712,2021-09-21,uke1200-08800
4686,2020-05-21,ukh3311-11100
56747,2021-05-11,ukj4208-13700
108189,2021-02-16,ukk4307-33900
65942,2021-10-28,uke1200-08300
79481,2022-09-08,ukh3100-11904
57794,2021-05-28,ukj4210-12400
49566,2020-10-28,ukj4210-12300
82377,2022-10-26,ukk3103-31500
5288,2020-06-01,ukk3105-30500
71955,2022-04-26,ukk4301-22300
31256,2022-08-27,ukk3101-26520
46015,2020-08-12,ukk3102-28700
39880,2020-04-29,ukk4200-24000
56047,2021-04-29,ukk3104-32700
8807,2020-09-08,uke2206-07700
100751,2022-09-18,ukk2101-19100
63229,2021-09-05,ukh3311-11350
36954,2020-03-19,ukh3311-11250
78042,2022-08-14,ukj2201-14550
35000,2020-01-04,ukh3311-11250
29096,2022-07-13,ukd5400-40900
68758,2022-02-10,ukh3311-11250
112022,2022-09-28,ukc2103-04600
73283,2022-05-27,ukk3101-26570
45921,2020-08-11,ukh3311-11300
5829,2020-06-16,ukk3105-31100
21938,2021-11-10,ukk4304-34450
67560,2021-12-15,ukk2205-21400
63952,2021-09-18,ukj2402-15680
101854,2022-11-17,ukk2201-17300
18537,2021-08-06,ukh3311-11550
10505,2020-11-09,ukj4208-13800
112308,2021-09-13,ukk4306-23000
71940,2022-04-26,ukk2205-21300
20042,2021-09-18,ukc1404-05800
9861,2020-10-11,ukc2102-03800
74157,2022-06-10,ukc1101-06100
21244,2021-10-20,ukh3100-11830
77467,2022-08-06,ukj2205-14200
75218,2022-07-01,ukk3104-33100
12702,2021-03-17,ukj2204-14000
3245,2020-04-24,ukc1101-06200
21124,2021-10-15,ukh1305-10125
35997,2020-02-26,ukj3304-16850
109917,2022-09-24,ukk3101-26560
85528,2020-03-23,ukd5300-41300
55472,2021-04-21,ukk2204-20000
12385,2021-03-07,ukj3400-17800
31991,2022-09-13,uke2206-06800
78089,2022-08-14,ukk2206-20700
98690,2022-04-29,ukk2101-19020
99691,2022-07-13,ukd1103-45200
39958,2020-05-01,ukj3400-18200
32068,2022-09-15,ukh3100-11830
35782,2020-02-06,ukk2205-21400
65976,2021-10-28,ukj2402-15650
59380,2021-06-23,ukk3104-32750
25045,2022-03-28,ukk3106-32500
35114,2020-01-12,ukc1101-06100
51847,2021-02-08,ukk2305-35200
80471,2022-09-23,ukc1202-06500
37026,2020-03-20,ukk2206-20300
43219,2020-06-25,ukk2206-20800
87371,2020-07-21,ukk4304-34100
1707,2020-03-24,ukh1303-10500
22121,2021-11-20,ukc2101-04000
98154,2022-04-01,ukj3100-16500
25878,2022-04-24,ukk3105-30900
35119,2020-01-12,ukc2203-05000
42361,2020-06-11,ukk3103-28900
88936,2020-10-08,uke1200-08800
47397,2020-09-08,ukk2102-19200
102137,2022-11-30,uke1200-07900
70418,2022-03-23,ukk3106-32320
48369,2020-10-01,ukc2203-05000
66180,2021-10-31,ukk3102-31700
38537,2020-04-09,ukk4305-25100
48896,2020-10-09,ukk4304-34800
104262,2021-01-22,ukk3105-30100
64728,2021-10-01,ukk4304-34600
69373,2022-03-07,ukh3306-11750
59867,2021-07-01,ukk3106-32400
64519,2021-09-26,ukk4304-34410
69537,2022-03-10,ukc1202-06500
94893,2021-09-26,ukk3106-27300
70782,2022-04-01,ukk2204-20200
14298,2021-04-24,uke2206-07000
7391,2020-07-28,ukk4200-23400
17700,2021-07-16,ukk3104-32900
53760,2021-03-25,ukk1202-36000
60120,2021-07-08,ukk3102-31900
105766,2022-01-14,ukk3102-31800
105627,2021-12-15,ukk3104-33600
22752,2022-01-03,ukj2201-14500
1189,2020-03-09,ukj4208-13400
106322,2022-04-07,ukk3105-30750
88445,2020-09-18,ukk2101-19030
87217,2020-07-13,ukk3101-26600
4878,2020-05-24,ukk4306-22500
100909,2022-09-26,ukc2106-04400
43972,2020-07-10,ukj4210-12300
68891,2022-02-22,ukh1303-10325
27566,2022-06-08,ukk3104-32900
93410,2021-07-18,uke1200-07950
85047,2020-02-12,ukd5300-41300
87166,2020-07-10,ukk2101-19150
59751,2021-06-30,ukj3304-16850
61277,2021-07-30,ukj3100-16600
87172,2020-07-10,ukk4301-22000
55265,2021-04-19,ukd4305-43260
41505,2020-05-26,ukh3100-11780
56723,2021-05-11,ukj2100-14800
35117,2020-01-12,ukc1202-06700
41807,2020-05-29,ukk3105-31200
15942,2021-05-31,uke2206-07100
113037,2022-12-29,ukj2100-14800
85298,2020-03-05,ukk2101-19060
72951,2022-05-19,ukk3106-27100
60513,2021-07-17,ukj4208-13600
77488,2022-08-07,ukc1202-06600
24745,2022-03-20,ukk4305-24700
9817,2020-10-10,ukh1305-10000
12690,2021-03-17,ukh1305-10200
61042,2021-07-26,ukd4305-43550
50906,2021-01-01,ukk1202-36000
67617,2021-12-17,ukc2300-05600
15137,2021-05-12,ukk3105-31250
110307,2020-02-29,ukk3105-31400
53426,2021-03-19,ukj2401-15300
54287,2021-04-04,ukk2206-20500
59801,2021-07-01,ukd1101-46100
12858,2021-03-20,ukk4306-22500
85498,2020-03-22,uke1200-07900
65772,2021-10-23,ukc1202-06600
30313,2022-08-07,ukk3102-31700
41943,2020-05-31,ukk4301-21600
21199,2021-10-16,ukk2205-21500
94796,2021-09-23,ukk2101-19060
103809,2020-11-05,ukk3103-30000
24231,2022-03-10,ukc2104-04280
98854,2022-05-12,ukk4304-34100
1960,2020-03-29,ukf3102-09100
76414,2022-07-18,ukk3105-31350
65423,2021-10-14,ukk3103-31500
84023,2022-12-14,ukj4208-13300
461,2020-02-01,ukj4202-12100
5352,2020-06-02,ukj4208-13800
97734,2022-03-12,ukk2205-21500
5087,2020-05-29,ukc2102-03900
40107,2020-05-03,ukj4210-12800
13869,2021-04-16,uke1200-08700
17346,2021-07-02,ukj4210-12660
96584,2021-12-15,ukk3106-28300
59837,2021-07-01,ukk3104-32750
38299,2020-04-07,ukd4200-42300
74967,2022-06-23,ukk4200-23501
8259,2020-08-22,ukk3105-30900
29085,2022-07-13,ukc2203-05200
6488,2020-07-02,ukj4209-11950
64349,2021-09-24,ukk3104-33100
35665,2020-02-04,ukk2205-21300
94777,2021-09-23,ukh3100-11850
17361,2021-07-05,ukh1305-10125
86144,2020-04-23,ukj2401-15100
110980,2021-08-29,ukk4306-22700
47809,2020-09-16,ukk4306-22800
13435,2021-04-06,ukh1305-10100
4088,2020-05-09,ukc2203-05200
41717,2020-05-29,ukd4305-43260
60644,2021-07-18,ukk4200-23100
85626,2020-03-27,ukk2201-17300
52212,2021-02-18,ukk3104-32900
44820,2020-07-26,ukd4200-42600
4248,2020-05-12,ukk4304-34500
62036,2021-08-11,ukh1303-10600
66028,2021-10-29,ukd1102-44200
86030,2020-04-17,ukk3106-27400
112526,2021-04-11,ukk4200-23700
49017,2020-10-11,ukk3105-30800
60351,2021-07-15,uke2206-07600
8071,2020-08-15,ukd1103-45600
75779,2022-07-10,ukj2402-15700
102262,2022-12-08,ukd1103-44800
42002,2020-06-01,ukk3105-30750
11289,2021-01-21,ukh3311-11550
70735,2022-04-01,ukh3311-11300
47806,2020-09-16,ukk4305-26300
24978,2022-03-27,ukc1202-06300
113008,2022-09-20,ukj2100-14800
19393,2021-08-31,ukh1407-10850
912,2020-03-02,ukj2202-14100
65121,2021-10-08,ukk2102-19200
52700,2021-03-05,ukd4305-43550
111514,2021-06-30,ukk4200-23400
103577,2020-10-04,ukk4304-34400
27580,2022-06-08,ukk3106-27900
34763,2022-12-15,ukk4200-23900
76446,2022-07-18,ukk4305-25100
9626,2020-10-04,ukd1103-45600
31142,2022-08-25,ukk3106-27900
26550,2022-05-14,ukk3106-32300
19355,2021-08-30,ukk3105-30900
10414,2020-11-05,ukc2104-04280
22706,2021-12-28,ukc2101-04200
46178,2020-08-17,ukc1202-06700
100591,2022-09-11,ukk3101-26800
102931,2020-04-22,ukk4304-34400
77652,2022-08-09,ukh1303-10600
61966,2021-08-10,ukd1103-45920
78677,2022-08-26,ukj4210-12800
72934,2022-05-19,ukk3103-29800
14445,2021-04-27,ukk3105-30500
45236,2020-08-01,ukh3100-11850
27255,2022-06-02,ukf3102-09200
79831,2022-09-13,ukj3304-16850
22537,2021-12-09,ukh3100-11830
102405,2022-12-15,ukk2205-20970
46788,2020-08-27,ukk4301-21900
67650,2021-12-17,ukk2101-19160
58157,2021-06-03,ukc1202-06500
109153,2020-11-05,ukk4304-34200
59981,2021-07-06,ukk3104-33650
71780,2022-04-24,ukk2201-18700
45649,2020-08-07,ukk3102-31700
96985,2022-01-19,ukk3106-32330
110848,2022-06-20,ukk4306-22600
90217,2020-12-30,uke2206-07200
75383,2022-07-03,ukk3104-32550
28475,2022-07-01,ukk3104-32900
10131,2020-10-23,ukh1305-10310
5141,2020-05-29,ukk3105-31400
31448,2022-08-31,ukh1305-10125
36794,2020-03-13,ukk3106-28300
92624,2021-05-27,ukk4304-34200
10333,2020-11-02,ukj3400-17850
103473,2020-09-26,ukk2302-35300
80953,2022-09-29,ukk3103-29501
20487,2021-09-28,ukh1407-10750
74989,2022-06-23,ukk4306-22700
78428,2022-08-21,ukh3100-11770
94070,2021-08-25,ukk3106-27400
75696,2022-07-08,ukk3106-32150
9134,2020-09-18,ukc1404-05800
24450,2022-03-15,ukc1202-06700
53434,2021-03-19,ukj4208-13600
28040,2022-06-20,uke2206-07000
32269,2022-09-19,ukk3106-32100
52823,2021-03-05,ukk4306-22700
111423,2020-04-16,ukk4200-23400
105415,2021-11-10,ukk3104-33000
111757,2022-10-23,ukk4200-23501
45846,2020-08-10,ukk3102-28700
17990,2021-07-22,ukh1407-10830
1925,2020-03-28,ukc2101-04200
60482,2021-07-17,ukh1303-10400
45777,2020-08-09,ukj2407-15400
59938,2021-07-06,ukd1103-45600
93224,2021-07-06,ukk3101-26600
33568,2022-10-24,ukc2101-04250
106981,2022-10-16,ukk3106-32340
51711,2021-02-05,ukk2201-18800
69244,2022-03-05,ukd5300-41500
3607,2020-05-01,uke1200-08000
64275,2021-09-23,ukj3307-16400
46271,2020-08-17,ukk3104-33500
19517,2021-09-03,ukh1305-10125
22791,2022-01-04,ukc2203-05100
97451,2022-02-25,ukk2101-19030
87495,2020-07-31,ukk3105-30100
52544,2021-02-27,ukj2402-15600
76299,2022-07-17,ukj4208-13300
65159,2021-10-10,ukh3311-11250
69723,2022-03-12,ukk1202-35900
90325,2021-01-02,ukk3101-27000
67864,2022-01-04,ukk4301-21800
491,2020-02-04,ukd5400-40900
35413,2020-01-20,ukk2204-19700
72593,2022-05-13,ukj2100-14900
54073,2021-03-30,ukk2206-20700
19277,2021-08-29,ukf3102-09200
43227,2020-06-25,ukk4301-22100
106785,2022-09-08,ukk4200-24500
97439,2022-02-25,ukj2403-16100
38654,2020-04-13,ukh1305-10300
32975,2022-10-08,ukc1101-06200
99982,2022-08-04,ukj2401-15300
22695,2021-12-18,ukk3104-32900
49699,2020-11-04,ukh3311-11250
84153,2022-12-17,uke1200-08100
89505,2020-11-05,ukk4301-22200
42059,2020-06-02,ukj4208-13600
18010,2021-07-22,ukj4208-13800
35136,2020-01-12,ukh1304-09850
57854,2021-05-29,ukk2205-21400
85684,2020-03-30,ukk3106-27300
113414,2022-10-18,ukk4306-22800
21346,2021-10-23,uke1200-08000
90253,2020-12-30,ukk3105-31200
41093,2020-05-19,ukk2205-21100
32588,2022-09-26,ukk2102-19350
78810,2022-08-27,ukk4304-34000
842,2020-02-29,ukk2201-18800
38972,2020-04-17,ukk3104-33300
96473,2021-12-05,ukk3104-33650
24662,2022-03-19,ukj4202-12120
34555,2022-12-07,ukj2403-15900
6602,2020-07-06,ukk3106-27900
44497,2020-07-18,ukk3104-32900
30449,2022-08-10,ukc2102-03600
34194,2022-11-18,ukd5300-41200
71480,2022-04-19,ukk2205-21100
46346,2020-08-21,ukh3311-11700
48904,2020-10-10,ukh1406-10900
4352,2020-05-14,ukk2206-20600
25553,2022-04-18,ukf3102-09700
36558,2020-03-08,ukk3104-32750
15494,2021-05-19,ukd5300-41200
80394,2022-09-21,ukk2305-35200
57777,2021-05-28,ukh3306-11750
30774,2022-08-17,uke2206-07700
43073,2020-06-23,ukk3104-32750
70159,2022-03-20,ukc1404-05700
98019,2022-03-23,ukk4304-34300
11143,2021-01-09,ukc2104-04300
41045,2020-05-19,ukc1202-06500
92905,2021-06-13,ukk2101-19150
66763,2021-11-17,ukj2205-14200
23638,2022-02-17,ukh3100-11830
18882,2021-08-12,ukk4304-34300
6207,2020-06-25,uke2206-07700
110729,2020-03-27,ukk4306-22500
37735,2020-03-30,ukk2204-19600
64449,2021-09-26,ukk2102-19170
105353,2021-11-03,ukk3104-33200
52115,2021-02-16,ukk3105-30700
107324,2022-11-25,ukk3106-27300
56061,2021-04-29,ukk3105-30700
62019,2021-08-10,ukk3106-27700
4065,2020-05-08,ukj4210-12750
99112,2022-05-31,ukh3311-11600
86570,2020-05-21,ukk1202-35800
82373,2022-10-26,ukk3103-29501
44433,2020-07-18,uke1200-08100
79847,2022-09-13,ukk2101-19160
80306,2022-09-20,ukh3306-11750
105673,2021-12-18,ukk4304-34410
33440,2022-10-18,ukh1406-10900
18852,2021-08-12,ukk3101-26520
17277,2021-07-01,ukd5400-41000
20974,2021-10-11,uke2206-07500
75776,2022-07-10,ukj2401-15200
2224,2020-04-03,ukh1305-10100
73575,2022-05-31,ukj3400-18300
91054,2021-02-26,ukk3103-29501
14326,2021-04-24,ukk3106-32300
96983,2022-01-19,ukk3106-27900
79495,2022-09-08,ukj2205-14200
78885,2022-08-29,ukj3400-17900
58659,2021-06-10,ukc1202-06700
98755,2022-05-02,ukk3104-33400
93515,2021-07-22,ukj2402-15650
71892,2022-04-26,ukh3311-11650
29170,2022-07-15,ukc1202-06700
72009,2022-04-28,ukh1303-10600
70547,2022-03-25,ukk3106-27600
42420,2020-06-13,ukd4200-42500
93054,2021-06-23,ukk3104-33200
46701,2020-08-27,ukk2201-18700
19405,2021-08-31,ukj4202-12200
24336,2022-03-12,ukj2100-14800
36969,2020-03-19,ukj4210-12500
32466,2022-09-23,ukk2102-19350
112908,2021-09-05,ukj2100-14800
71303,2022-04-16,uke1200-08300
55738,2021-04-24,ukk4301-22300
